4 100000
zzzccacbbab bcbbbaba aaaacac caaabca
cc acba bbac zzzbcab
cbbbabcb bcbcbcaa cbca zzzccacbbbc
abbbac cbb zzzabbbab acabaaa
cbaab bccbaaba zzzcacab bccbb
zzzcababcab ccbaa cabbccab cbccbcab
ababbaac zzzbcccccb bbcbcbc cbcbabb
cbbbccb ba abaccaaa zzzabaccacc
zzzbaabbac ccbaabc abbac bcb
zzzcbbbaaa abab bb ccacacb
ca zzzab ccaabb bb
acbaab ccbabcb zzzcbaaacb acbbca
zzzba ccccbbc bb cb
zzzcc accbabc acaccbcc ac
zzzaa cbcbbb bc ca
cc cc ba zzzaa
zzzabbbb cacba bcccc cca
bcbccc cbabc zzzacaccc cc
baccabac ab bb zzzabbabcbc
aabca cccaabaa ab zzzbaaac
cbabcacc zzzccaaaab cbabbba aaaccbcb
cabac cacbbb ac zzzcacba
ba bbcaa babbab zzzcc
acab zzzac ccaab ca
ac bc abccc zzzab
bac ab bb zzzac
acaabb aaac zzzbacbbbbb aaaacaac
zzzbbacbaba bbcaabbb baac ab
babacca zzzabbcaca bac abbbacca
ccccaa aacaca zzzcbbacb ac
caaabcca ca aac zzzbbbacbbb
zzzabcaab abaccc caca cbabcbaa
aacbbbca ccbcb zzzcbcabcac abccaacb
caca zzzca ba cbabc
ca zzzbbca aaab bcba
cbb ccbb zzzcccc cbacba
zzzabac cacab bcac abac
bbacbba aaaa zzzcbaaacb cabccabc
zzzcba ca aaa bbcac
ccb zzzbbcba ba bccbb
cbbaac zzzcba baa cccbcba
caba zzzbcccbbcc aabab bbbbaabb
zzzbbbcca babcabba baacbc abaaabc
aaabcbaa cababca zzzbbabaaac caab
aaabcccc aabaacb zzzbccabaa bbcb
ccaccabb zzzcaaabc ccbabc bbcbbc
abbcbaa bbcbbbac zzzcbaaca cbbcbb
zzzcbaacbab aaacacbb acbcbb cbc
babaccaa acaabb zzzbcbbca cabbaba
bca aaababba zzzbcb abcccaa
acbbabb aba ccaacc zzzaabacbc
bbabbccb bbb bbc zzzbaaabbbb
aabccabb zzzcbcccb bcbccc bb
cbbbcaba abcaaba zzzccccacc cbcbbca
cccab zzzbaaa acab cbccacb
bbcaaa zzzbcbcbcc abca abccbcc
ccaa zzzbacbbabb ba acbbabbc
cb abcabc caaabca zzzab
bccccc abcba zzzcccbab accbaacc
bbaaa zzzcabbcc bac bbabba
zzzbacbca bca cbcaaccc babaca
bcacccaa acbcabcc cbcb zzzaaccccbc
zzzbb caccbcbb baacbb bc
bbbcacc acbaccab aacac zzzabaabba
zzzbb ca bca abbbbbba
ccaabbba bacbbca cb zzzccacbbcb
bccbacc cacbc zzzbabbb cca
caa zzzccbbcb cbaabaab cacaab
bcaa aacba ccbbbab zzzbcac
bcbba bcaccba zzzcabbac ababaa
cacbba caa cccacca zzzbacaaa
acab bbabbb zzzbab bab
zzzacbcb ca aaccc cbabaa
abcaaa bccb zzzbcbaacbb ccaacccc
bbcc zzzbcab bbabbb ac
abbb ca zzzccbb aaac
baca zzzbbab abab cbbbbba
cacabaa zzzcbaaabc abaab cc
zzzaccabccb bb cbab abbccbcc
cccbb cccc cbcca zzzbbba
zzzaaacbcb bca babbc cbbabcc
zzzaaa bcaabbbb abcca abb
zzzaabacabb accc baccabaa baccccaa
abaacbcb zzzcacc caccaa aaac
cccb zzzccbb aabccc bcacbcaa
zzzac bcaacc ba cbbbbcc
aabcbca caabacba abb zzzbccabccc
zzzacc acab cac cbcaa
zzzccabc bccbacac bcccaaac cccaa
aabcc zzzcaabb ac abacc
zzzbba acbaaa bcb cb
zzzccaca ba caabbb aabbb
zzzbaaaccba ababcbb ccbaacca ca
bacb zzzbaabbbc aacbccb ca
cbcccaa cacccabb zzzbababb bccacb
ccbbc cc bbcaa zzzac
zzzabbacaaa aaabb aaaabccb ba
zzzabbc bbcbcaa abbc acac
zzzccaa cbc bbabac abca
ca bcacc zzzcc bcabc
zzzaabcc bbcacab aaaca bbbcbccb
cb aab bb zzzcc
aca cb bcbcbca zzzcabacac
ab bcabacb accbccbb zzzbaaaaccb
bb zzzbacbcc aabbbc cca
bcabacba baa zzzbac bacacaca
bbaba ccbba cbcc zzzacacc
ccba zzzcbbc bc bcabbbbb
bcbba ccccacab zzzcaababaa bbcbaac
ccbabaab cbbabaca zzzbbaccccb abbcbcb
aacbbc zzzbbaabc caba abbacc
aabb zzzaccab bccac cc
cbac zzzabbc abbb cacb
bcaabaaa aaaa zzzccaa caccccb
zzzccc bca cbbaab ababb
cbab bcbac zzzabcab cbbaabca
zzzccaccccc abc caaacccb ccbbcabb
bc zzzcb cbacaa aaacba
zzzaccbcaa bbccaab aba bbcba
baba zzzcaabaa aabaab bbaaacb
zzzbb bac bbc ca
abbacabb zzzbab cbacb bba
abcbaaac abcbcaac cacb zzzbaaaabac
cbbabaab bcbaa zzzacac baaa
cac cbbbbbcc zzzca ca
zzzbbbaaaba acababab ca cabbccab
bcbccab accaaab abcaabac zzzbbacbab
cbbbb bbcabca zzzacc bbb
zzzca aabbbac cbbaa ca
ccbbca zzzaccbacba cccba aacbbcbb
accbcc zzzabacbb bcacac abcbc
zzzbab ccc cbcac bcacbbab
zzzbbbac bbabcccb aaaba bcbaaab
bcbcb zzzccbaacc aacbabc aab
caacbb zzzcccbbb acbbab bcaccc
bcaab acb ac zzzaaa
acba acb zzzccba babba
abc zzzaac caaa bbabcbc
caaabcb zzzcbaccab cab cc
acccb aaabc zzzacbba bcbabaa
cbaaab cc zzzbbaccc bcbcb
ba cbbcaab cbcbab zzzabcacca
bbbaca bcaa zzzbbbb ba
bc bc abb zzzabc
acccbc zzzacbbb acb ccbaa
cbbcbaba caacaab zzzcababbcc cbaa
cb zzzbc bbaacbba baba
bc aa zzzcaacca caaaca
ababaaaa zzzbbaabab bc bcaabba
bcaacbc bacaaca cccba zzzcababbc
cc zzzbcbcc cabbb cacabaa
bc cbbcacbb zzzacbc cbbb
aaaacc abc babbbab zzzcaa
cbbcaa zzzaaba acbc cb
zzzbcb bbb bacbaba acabbba
abacbb zzzbbacaa cbc abbacbb
bbbcbb abcaa baabaa zzzcbaba
ccacca cbbabab accaac zzzabaacb
bccc zzzabbb aac acba
bccb zzzbcbca ccbcaac cbbaa
baacb abbacca zzzacacc aacc
caaaabbc cacaabc acbaaccb zzzbaacbbcb
zzzbaba acac abba baacba
zzzcacc bcb cbbccacc caba
abca zzzaaacb abc bbaca
cbcc zzzcabb cbca aacbaa
aaa zzzaabaacac cbaaaacb aacb
cab babc abcab zzzabb
bcbbaba zzzbaca cb cabb
bcbbacbb zzzcaba acca cab
abb bbbaca baaababb zzzaac
ccac aaca bb zzzaccb
abaaa zzzacbaab bbb aabbba
zzzbab abcc acccc acc
bcacbcb abbcca zzzcc cc
zzzcbac cbaabb ca aabb
ccacaaac abcba zzzccbcca cabbbc
zzzcaccacbc cabaaa baccbaba aaacbca
aca abb zzzcab abc
ccb zzzaaabbacc aabcb cabbbcab
acbbc aabc zzzcabc aabba
abbbbaab bbbcccca zzzbbcacbba bb
bbb zzzcbb aaccaaba baacacaa
aaaccb accaaaab bacbca zzzbcbaab
zzzbacbb aacbcbc aabba acaca
ccbc ab aabacab zzzabccbab
zzzab cbbc cc aa
zzzbbaccbba acbac cbbbcbac abbcabcc
zzzbcbbb acbacab bcacb ba
ababccca zzzbbbba accaccc aabac
zzzbacbacbb cbacbacc acbb ca
bbcaabba abbc zzzcabb aabaacb
bc bb zzzac aaccb
bbaca abcbca zzzccccbb bcaba
zzzbaacbca cab cbcbaa baaacac
zzzacbbcbc acbabac aabbacc baaab
zzzacb ababacba aba cccc
bbbcac ca zzzbcaacccb bccacccc
bcb zzzaccacac abbbbcbb cabacac
aacbbbc bab zzzaabb aabb
zzzcb ccccaba bc aabcc
cb abbcbaab zzzcababcaa bacbaa
cbbb cab aaccccbb zzzbca
zzzbaca bc bcca cc
bbabcba bcc ac zzzaaaacbb
cb zzzcbac bbbb aaaba
bca bcacccb bb zzzcb
caa zzzcbabba cbbacc cbcb
caa abcbbc zzzba bb
bcaca aabbab zzzcaccbc bccbbb
zzzbcc aac baaabc babbc
aaaacac cca bbccb zzzcbccbab
cccca zzzaacbaaa cabbacb abacaba
abbbbca baaca cbbabac zzzcccbb
zzzbcbb abca abccaaca bcbb
abc bccbcbcb zzzba bc
abcbab caa acb zzzcca
zzzbbcba acbba acbbb bbccbaaa
cabb babccacb zzzabacacaa acaacabc
abbcb zzzababc bbaca ccab
bcbbc ba zzzcbbab bc
aab cccab bbac zzzaab
bac cacbcb aaa zzzcccccb
aabaccab ba aca zzzbba
bab bba bcbba zzzaccca
bcab zzzacbb bbba bccab
baabcb abab zzzaacb bc
acbb bcccbabc acab zzzacab
ac ccbb ac zzzbb
babcc zzzaabcacbc accb cbabbbba
ab zzzcb bc bac
bba zzzbc ca bc
cc aba bbbbabb zzzbccccbc
aacaabb bbbccb aabccc zzzcbcccc
ccbb ccccabca zzzaccaaacc cbbbc
acccaa caacbacb zzzccabab aab
zzzabac accacbb bbba bbbbcbab
cbcccbc abacbab zzzbacbabb aa
aabaa bbbbbaaa zzzcbaca ababbbaa
bc bcbbcbab bccbbbab zzzcbcbabac
bbbcbccc abbcbbcb zzzccabaccb cbab
bcccaaa zzzbbbbcbb cbbbc aacabbca
bbaacb ababc acbaac zzzbacaaa
zzzaac ccbccca cabbaa aac
zzzabbabcb cb abababb acacaac
zzzcabaaaac bcaa baaabab bbcbbabc
cacabac ccbcc aaca zzzacbba
aac bb cbcb zzzcc
zzzcabcc ccccbbc accbb aaa
ac ac zzzcccbcb cbbcca
ab cbacca zzzcababc abcaa
bababaac zzzac bc acc
zzzbabbaba cbcbbbc cccbbcb ccb
cbabbc zzzbb cc ccbcb
ccaaba zzzcabcaa abcbcb cc
zzzaab bbbbcc ccc cbcaabba
acc caa zzzacc acaaa
zzzba bcb aac cb
ac cbbb caab zzzccbc
bcac aabaca bab zzzaaa
cbbabc bbabbcab zzzbbcbaa bccbaa
cccba aaabb baaabba zzzbaabaaa
bab aa ab zzzab
zzzcaccb ca cbcaa ccbba
cbb ca aaccc zzzacb
zzzcbca bbbc cacb bbbacb
caa zzzbacabbac aa babbacab
bccbccc ccbabcca caaccbba zzzcabbcbbc
zzzbbbcbbc ccbbb bc abaccbc
zzzabcbc cb aac baacb
ccac zzzcbcaa acccaa abcac
cabaacaa cbccbb zzzaabcb aabcc
zzzcabcabbb bacaaaaa bacbaabc acacacab
aba ba babb zzzccb
zzzca aacac ca baca
bcc acb babbbab zzzaccacaa
zzzcaccaccc ababc bbaababa bcbb
zzzccaaa acaca cbbbcb ac
cbbc bbbb zzzaaca caaaccba
zzzcbacbba bbcabcab acbacbc abaccca
bcaabcc cabca zzzbabcbac ccaa
zzzaacbaca ccbaabc ca ccbbcac
zzzacca ccbbbcbc bc abbc
aba zzzcab aab cbca
zzzbabb bcabccac bcaa babccb
cabacca ccab ccacba zzzcbacacb
zzzcaaacab cba bacacbb ac
aacbbaa acabbb zzzccb bbc
bccbbb acab zzzabcbcc acbbaca
aacab zzzbabac cac cabbcbac
cbbc bbcacc zzzaacbbcbc bbbbcbcb
bca cccaa zzzaca baaca
aa zzzacacbcca abab cbbcbacb
zzzbba baccbcb cac aaacba
zzzabba abbc babcbbb abac
bcaba zzzcabbb ab ab
zzzbacc bbba cbacbb bbccc
cac cbccbbab zzzbcabcacc cacabacb
cab cbbaa zzzabb cb
abcbaaca acbacabb aab zzzbab
abbb cc abbcacc zzzcaaa
zzzbaaabba cbabcc bcccc aabcbab
babccca ccba babb zzzbbac
acb zzzabccabaa ccbcba baacbbcb
ab aa zzzca abacbcc
caaa bb aacbc zzzcaca
zzzbb bcbb ab cc
aabccb cbcab zzzccacb aabab
baccbab zzzcccccca abaccba bbabcc
caac zzzacbb cc cbca
cbcccbb zzzabcccb bcb aaacab
zzzacbcaca aababbb ccabc bbaccbc
zzzac aacc cbbc bc
caacbacb zzzaacaa acbcb bcbcccb
aaccbb zzzcbaccb cbccbc cccbcb
abcacb zzzccb ab cba
cbcbb zzzbccbc bbab accab
abcaa zzzcaacc bccaca bb
zzzacca aca cab bcbc
bacccbbc bacaccb bbcaa zzzcaacacaa
bcccabb zzzbbcabcb bb cabaa
bacaac zzzabcbcc acbca baccbcc
zzzcaaacab abaccb bcccbbb babacca
cbacbbcc bbacc baa zzzbccbaaaa
acac acba zzzaaaa cbccbcb
aca zzzccccbbcb bcbaaaab baacacba
zzzcb cb bac babcbbbc
acacccc zzzaab bab ccc
bcccccc baca zzzbbca bab
bacbab abaaacca zzzacaacabc bacacb
bacacc ccbaca zzzbbc abb
cb accccba zzzaccbbca aaccb
aabbc zzzbacba caabbcaa bcbbb
acaa cac zzzbbc bb
zzzcacbc acaaa caca ac
ca abcc cbcbc zzzaabbb
abcabca aaaccb bbbc zzzcabb
zzzcaa ba cacab abb
cccc zzzbcbacb bcabba abacaa
zzzacbbacc abacaba baba bbcbaa
aacbb zzzacbac ccccb bbbcba
zzzcccbba ba cabccc abbbcacb
ca zzzcc cc ccbcbba
abab babcaba zzzacaacca ccbaacab
zzzabca cccacbbc acc ccba
ba cc bc zzzca
cabcc abaccab zzzcbacaba aab
zzzaac aaaab bbcbbab ccb
ababbbc caaab aacaba zzzccaaa
bccaca babba ccb zzzabaca
ccaaa cabbbbc abaa zzzbabaa
zzzcbbccabb cba cabaacbb bcb
bbcb zzzcbaac ca abbab
zzzbcbc aaaaaa caac bac
aabbccab zzzaabbbb abaaac abcaaaac
bab cababba zzzcabacaa aab
abcbc zzzcacaacc baaa babacab
zzzcbba accbc acbb ba
bbb aabab bccbacbc zzzaccac
cbabaaca bccbacbc zzzbaaaaacb abcc
abb acb zzzbac bccbcac
zzzacbcbcab abbbbabc abac aabcba
abbcac zzzcaac abbb ac
abcb bccbaaa cccbaba zzzbbabcba
zzzacc bba babb caa
acbaa aabaaacb abccc zzzcbbcc
zzzaa cbb aa aa
zzzabccc bbbacca ac ccbab
cab zzzcab cacbaab babbbac
zzzcacc caac caaacbca bbcbb
ccaaacb ccc zzzaba accb
zzzbaab bacc abbacc aca
acba zzzaaacccac aacabbbb cccbbcba
bbaaa zzzbabac abcc ccabbcab
zzzabbbcaa bca ca abbaccb
bcaba abcabaac zzzaabccbab aaccbb
zzzacb bcaab aac ccc
cb ba zzzbc ca
aaacaaca abacac abba zzzcccc
bc zzzcc bc ccabccbc
accbb acccac zzzbccbba cbacc
cccabccb abbbacb bbab zzzaaccbbca
aabccc bacabba zzzcbabcb bc
bcaabba ab zzzcc caccc
ababc cbacaac bc zzzcbbab
cbcbacc zzzacbc cba abbb
cbacaac zzzbcb caa babcaca
zzzbab caac bbb cbccbb
caabb abcaba zzzbbaba bcbbc
aaaccca accccbc bab zzzcccabbb
zzzbbbacba acbacbc cbb aa
zzzababa caccc ccaacaa ac
zzzccb ccbca cba ccbacbbc
zzzacaa abaacbca bbbc cbc
zzzacbaa acbcbaaa bccbb bbcccbb
cba zzzabb bcbbbaab bbcbbca
abccaca bcabc abbcaaaa zzzaaaaabab
ccc zzzaccbabaa acaaabbb cbc
bbbca ccaba abbab zzzbcbcb
cbb bbaabab zzzaac ccbbcbc
cba zzzbbb cabbb bba
caaacba acbccccc cab zzzaaccbcba
abbacac bcc zzzbcb abacca
aaaccca bcb zzzcca ababcbbb
aaaaa aaacccba zzzaaac baca
cabac bbaccaab zzzbbcacbab bccbbaab
zzzaa cb aabbbca cacaaa
bccbaca zzzbcccbcca bbaabb bacbaacc
caa aa zzzaa baaab
zzzbabccba ccbbaaa bbbbbbb accca
ccccaaa abcacc zzzcacbcba cabccc
ccbcbbbc zzzacbaccba ac aaacaabb
zzzacbababa bccaa bbbcbbca bca
aaab ba baaca zzzaa
bbcaabb zzzcbb cba bbc
zzzcaccaa bacbab bccbcac baccb
cbabab zzzbaacca abbaab aacc
bb cc zzzac ac
babaacca bbbacab zzzbacccbca bcaabcb
bbbaca zzzcbacac abbba bbca
zzzbcaacaca bbaabacb acaa abcaaa
baca cbcabb zzzcbcbbc cbccbaaa
zzzabbbacab cbcbaac aaccabab cbccccaa
ac zzzca caacab ab
zzzacbcccaa bcacbaaa ccb aac
cbc zzzccb cabb bca
zzzaacccb ccbcba bcc abaaacc
ccbc bbbabaab bb zzzbabaaacc
zzzbbacab cbc bbabbc babab
zzzbccacca bcbb bc abccabb
ccac abbcc zzzbcac bacc
zzzcabcabb aacaccb ccbaaaa ab
zzzaaabc cbaab ac caac
cccb zzzbcca bcba cbab
bcbba ccbccc zzzacaba accbc
ab cacaaa zzzac acca
bbba aaabbab babbaba zzzacbc
ccacab zzzccbc abcb caac
bbbacca zzzacbaaac cbb bbaaa
zzzbcb cca aac cacaa
abc aac abaab zzzccb
aabaa bcbcabc zzzcbaba cb
zzzbabb aba acbc bcbaca
acbaba bbbcccb abbccb zzzaacaaa
aacba aaabbaaa abbabaaa zzzccccb
bcc zzzbbcac bcbacc aaaab
aaca cbab bcb zzzbacc
cacabb bbcca bbbbaabb zzzabbca
acbccba bbcacaab bcbcbab zzzcaacacb
bac abbb babbaa zzzccb
cc aaacaab zzzcacaaaab ccbbbcbc
ccbcb bbab zzzabcbccc baaacbb
zzzca aca cbaab cc
bacacc abcbbba zzzabbcba bbcb
cccaaa aaabaac zzzbacabb cabbb
acabbb bb cabcb zzzcabac
cbbbcc aabccc cabccb zzzbabaca
aacccaba bcbb zzzcbb aaa
ccaaabbc bbcbbbab cbcacca zzzabcbccaa
zzzbacacc acabbba cacccb ab
cacaccbb cccc abbbbcaa zzzaaaa
bcbbcaa cab zzzacaaabb baca
bbb bca bb zzzcc
aaba bcbababb bbbacc zzzacaccc
caabbabb aacabbcc zzzbca bba
bccb zzzbbbb ccbcccab abac
acbcaaaa zzzacabccaa ba cabaabc
zzzabaacb accc baaccb bacacb
accbbbab bcbba zzzaaaaacbc cccbba
bccacabb bacaab cbabbc zzzcaabba
bbbbca zzzcccaca cb bcac
acbcbcbc zzzabaaabac aacc bcbcccbb
aaabcbb bbc zzzbac bba
abaaac ccccbb cccab zzzbbabab
abccb bbaaac zzzcabaa abb
aacacc ccbbacb ccaccbca zzzcacabbc
ba bcbbbcac bacab zzzccacb
abbac zzzccbc abbacaba aabc
bbbccbbc bacbccb zzzbcab bcac
zzzabc bbb caac baabaca
bc baca abab zzzcbba
cccbcba bbba aaa zzzacaaccc
bab abaa aacac zzzcaa
ca bcccac zzzca acbabaab
bbabbccc bacacaa zzzcbca aabb
baaccca bb ccc zzzaba
caacbbba zzzabbcc bbabb cccbacb
zzzba ab ca ccc
acac caaaa zzzaaabb acbbc
accaabc cacb zzzaccb bbb
cbacb abbccaa aabcc zzzcabcc
aba bcacaa zzzbaaaacb acbcaba
acaca zzzabccb ba aa
zzzaabacc cabcaa ac ccc
caacc zzzcb aa ba
zzzbcabcacb bc acacabac bcbcbcba
abcc zzzcbcccc abbbca cbacabba
abaacabb ccbcaaa zzzcccaabbb baacbc
zzzbabbcbca ccaaccac bcaaca bb
cbbbcbb ca zzzcc ccabbab
zzzbbbaa bcbca babcc bcbbc
caa aa zzzbbc bbac
zzzacaaaacc bcccbccc ac bbbccb
aaaaacc cb bbaca zzzbcaca
babcabbc cba aabaab zzzcabcccac
zzzcabcb abacb cbbc bcbaccb
accbbb abaa zzzabaabc acaaabc
bb cbcaaa zzzcc aca
abca ac caab zzzaabc
bc bbcc caabc zzzaaab
cabb zzzcbbcb abacc caabba
cbcbcbca cabac ac zzzac
abcaac zzzbbbbab ababbabb caabacac
acbccaa bbccc zzzaacc bbac
abaacca aca zzzcc cb
zzzbacabba bcbcbab cabccaa aba
aaaaaabb cbcbaa bc zzzaabbbcaa
aaacbca cca zzzacbbc ccaaa
ac cacbbcca accacabb zzzbcabbbbc
bcbb zzzac ba aabccca
bcacb ccccaab zzzbccabcab baacccbc
ccababc bbaaabb zzzabbccaa bcac
ccca acaaca caaaba zzzbcbc
zzzaacac babca ab bbaab
cabca zzzcaaab cccc abcac
cacbbab accb zzzcabcba aaaabb
cb zzzcbb bac cbcbbb
abacbb zzzccbaca aaaaaa bbc
baba ababcaa zzzacac bccaac
bacbabcb abcaa aac zzzaaccaacb
ccbcbac cc zzzabbccbb ab
bc acaa zzzca acaaaa
caa zzzaaa aabbab aabbcbaa
baabbbab bcbca acbcccc zzzcbaacca
cacbb zzzbc ba cc
abc zzzabb baca cc
abcccbb zzzbcacba cabbcb cbabcb
bc zzzcb bb bbaaaa
zzzabcbc bbcbc ba bcaabcb
zzzacaacbb bbcabbaa cbcb ccacccc
aaabbbac zzzcabbcacb abc bcca
abcba zzzbbbcca babccc aaaa
ca zzzbb bccc aab
aabb cbbbbba zzzaaaabba ac
zzzbccabccc bcccbacb bacccabc ccaab
bab cacac zzzaaaca cbcaaccb
zzzab aacbbbcc acbacba ca
babcba bab zzzbcc cbcba
acca aaabba zzzcababacb cbcbbcab
abacbcb aac zzzbcaacbc cccbb
baaca zzzcb bb cbbbc
cabbca bbacbbc ccb zzzbac
bc caaccaa accb zzzbabbbbc
cabacac acc zzzcbacc cbccc
bccac abacca bbabcc zzzccacaa
zzzbaabcbcc acbaccac aacabbac cbcaccba
cbacc acb zzzcabb cbca
zzzbb ca caaaaa ab
zzzccc ccb cab ccc
ababcbc zzzcbcbcaa cab aa
ba cbaaaaba aaabcbab zzzbb
bcbbc zzzbbcba ab bbca
abbbbbc cb zzzccaaaab bbbacc
caa ca zzzbca ccabbcb
bcaab zzzabcbb bcaaba ccccaab
cbcbaa aaaccab bccac zzzaaacccc
bbaaac ab cb zzzac
bba cbaabbac aabbcbac zzzcaababbb
zzzcacab caaaaa baaba aacca
ac zzzca bba bb
bccb zzzccaab cbcb aacaa
zzzbbba bbca bbb cbbabc
ac zzzbcac acb cbba
zzzbabccb bbabaa abbccaab ac
zzzabaccaaa ababb cbcbcbaa bbcbaaa
zzzacaccca ccbcbbc aabbbbcc abbb
bb zzzba aac caca
ca zzzbbbaba bbaccb cbaaac
zzzababb abc ccbab aaaac
bbacbac zzzaacabab cacb bcbcabaa
bca zzzaabac baacc cabbb
aaab caaaba bbccac zzzcccb
baca bacccab bbb zzzccaa
zzzba aa cbabbca cab
zzzaacc abbb cbb bacbacc
cacca zzzbaccbc ccaa bcccac
bacb acbab zzzbbba bcbababa
zzzcca aaca bcc bbcaaaaa
bbb bbaa aaa zzzaab
zzzaac cccba abc aac
ab abcbcb zzzcbcccbb cccccab
acccbc cb ccbabaaa zzzbbabbcab
cc zzzbbbbaa aaabab cbbacab
cb cab zzzaa bab
zzzbcca cabb cabbbcb cabc
zzzcca bbb bccbaab ababacbb
abaac zzzaabbb aabac ac
zzzbbcbab bcabbcb aaabab ccabac
zzzbcaaba bbbacab bc cbcaab
aaaac zzzccbbb aabab aabbbc
cbaaba zzzbaabb aa ccacb
ccacb cabbcb zzzbbb aab
zzzcab ac cbaab aca
cb bcaac zzzba abbbcabb
cbaaba abcb cac zzzbbacab
aabbc aabc abaaccc zzzccca
abcccba bcbacaca caccac zzzabaacabc
bbcaa ccacbb zzzabcbab bcaaab
bbaaa zzzcabba abcaaccb babba
cbc caacacc bcc zzzbbc
bccac zzzaba abc acaabbb
cbaaaaba bbcabc zzzcbcbcbc aacaaac
aacbbc bbcacbbb zzzab cb
zzzabbbcbba abbcbcab cbcaaccb cccb
caccacab babccaba zzzbaaabbca abcbacbc
babb zzzbaccbb abcbcb aba
abbc zzzacca ccca bbbc
zzzaac bbaab bbaaaab cca
zzzaa bb cbabc ba
bcbcba zzzbcccab bb accbaba
cbbbc zzzcaa acb acc
ccab bbaaba cc zzzca
cbaacc cccacc zzzbaabbc acaba
bcc babb bcaabcac zzzaca
zzzcbcaacab bcb aa accabcac
aaa abaabcbc zzzcbabcaaa bbab
zzzac bbab acc cc
bbbbccbc ba zzzab ccac
bcc baacab cc zzzbb
bccccc zzzbc aba bc
baabbcbc ca zzzcbab abcc
acac abcbcab zzzcaab cbb
bbcbba abaca bab zzzcccbaa
cabacc cac bcabbbcc zzzbca
bacbb zzzbbaabb cbbabb bc
zzzab cc aababc cb
zzzacb accc aab aac
aacbca ccbbbaa zzzcbbabbc ccaa
bbbaab zzzbbc bcc aaccc
ab bab zzzaab bccbc
cccbcac caaca zzzcbbcbc ababbb
ca bacaaca baabbc zzzbbccbcb
bbacbbcc bacaa zzzbacbc bcacacb
zzzccbc ac bcbb aaca
bbbbcab acccaaac bbbaccb zzzacbbcaac
zzzccac aaab acbcab bb
zzzababcbb bbaabcaa baccaca aabaac
babbabcb zzzbbbabc acccccab cbacaa
zzzac cabacaca bac ab
baaab cccab bbcb zzzcbca
aacbca abbc cccbbca zzzcbcccca
zzzbcc ab aabcbca bca
zzzaaacbbb bbbc cabc baaaaba
baacaca ccaaa caacaa zzzbbaccb
zzzaaccaaab bcacabca abb caccbaa
cccaa cbca bababa zzzbbaaac
cc abbcaba bacbbbb zzzcc
zzzcbca ca ccba bbaa
aa bcc aababc zzzabcbab
cccacbbc bac abbacbca zzzabcbaabb
zzzcbbabcbc cbac baacbabb cacabb
abbcbcbb acbcbac zzzcabcacba aba
bab zzzabc bcbca bbbaba
baaca zzzac cb ababc
cabaaa bb ccacbcb zzzcbcacb
ccbbccb zzzbaaccab caaaacb abcbcca
acac bbcbccb ac zzzccbc
zzzbcccbbb babccba cacba caaaab
bbca zzzcaabcab aaabacc bacca
bbab bccccab cabc zzzcccb
acbac ca zzzab abcbba
accba zzzcabbc abb abccbb
zzzbb bb ca abcbbabb
zzzbaabb cbcbbcbc cbcba cbabbbc
cbacaca acba aabcaaa zzzaccb
zzzac ccaccbab ba cabaacb
bbaa zzzcccbb bccaaa caccb
zzzaaccccaa acbbcb aaaabc ccaacaaa
accacb bcbbabca ccabc zzzcabcbbac
cababcba bcab acbccb zzzbcbcacca
abcba acaccaaa zzzabcaa ab
zzzbabcbca bbacbca aacabc aaac
zzzaccc baaa bcaaabab cba
cab aacba zzzcbb bbb
zzzcaabccbb bccacba caccabac bc
abaaacb zzzab cbb ca
zzzaaba cbac caaa cbaaaac
bccaba aaabccc zzzaabbacc ccacabb
cbaccb aa zzzbbac accb
zzzcbbccb caccba acaacb baccbaac
cbacbcab aababc zzzac ab
bbaba cccac zzzab ca
cabacc caabaac zzzabccbb bb
bacbaaca ab ba zzzba
caa zzzcac cb ac
zzzcab abc ba cca
bcbba bc zzzcc aaacac
bacc cbba bbcabbca zzzcbcc
zzzca cabcaacc cb babacbbb
babbac acacbaa bcabcaaa zzzbcbccaba
zzzbbbbc aba baaabc bcacb
bbacac bbccaacb bbaabca zzzccacabac
ac zzzbcbc acbbabab cbcb
aabbc babcaaa cbcbac zzzabcbc
cacab bcab cccba zzzbcbc
zzzccaabc accbbba aa cabcca
zzzaccabbca bcbacb aababbcc cbabbbc
aabcbaa caccb acabca zzzaacabc
bbcbcb bbbaac zzzcbbbba ccbacab
bcbaba zzzcbbaca ca acacbc
cabbbcba bcbbab bacccaa zzzaacbcb
abcb cbac zzzbcc bac
baac bcacb acaabbc zzzcbbabbc
cabb bcbac zzzca ab
cacb zzzcb ab ab
acaaaca bcaacbac zzzccaacba ccaccac
cbabacc zzzbcc abbcbcc cbc
bcb cab bcbcbabc zzzcca
zzzacaaabb babb bcca bacaacb
zzzccaacaa babcbaa cccc acaccaa
aaa bab zzzcba bccac
acab acaaa cbaacab zzzcaba
zzzcccc caca cababcc cbba
aca cbabac zzzccacab cbcabbab
bbbaa abbcbbb zzzabcacaa aaaaaacc
ccbab abba bab zzzbca
bac baca bcccbaab zzzbac
bbbbaaca zzzcbacaccb baccbbab bb
baa ca zzzbc bb
bcc ccbc zzzccca aaaa
bbccaa zzzcccacc aa ccac
abbccc zzzcbbccb acbbb bcac
acbcaccb zzzbccacccc cabcc bacccab
